312.8155008467452,280.296,329.265,312.173,315.239,341.499,284.638,327.474,247.661,299.422,240.011,333.849,242.561,344.05,197.934,345.325,164.782,344.05,136.731,317.273,236.186,322.373,185.183,324.924,149.481,326.199,116.33,296.872,233.635,303.248,186.458,305.798,153.307,307.073,125.255,277.746,234.911,281.572,199.209,284.122,174.983,285.397,153.307,0
254.46693118163705,399.649,290.946,419.356,268.127,440.1,237.01,420.393,209.005,441.138,199.67,438.026,199.67,441.138,158.181,438.026,131.213,438.026,105.282,420.393,198.632,421.43,149.883,422.468,119.803,422.468,93.8724,400.686,198.632,403.798,155.069,407.946,124.989,407.946,101.133,384.09,201.744,385.127,168.553,387.202,147.808,391.351,129.138,0
299.85656667813697,336.745,297.202,364.857,273.98,391.746,236.09,362.412,209.201,339.19,201.867,385.635,196.979,389.302,148.089,388.079,116.311,386.857,85.7545,366.079,193.312,368.524,138.311,369.746,100.421,369.746,68.6431,344.079,192.09,347.745,139.533,351.412,107.755,351.412,78.4211,324.523,192.09,325.745,155.422,326.967,130.977,331.856,110.199,0
298.7243412780419,276.216,283.839,304.221,266.792,326.138,232.698,311.527,199.822,283.522,191.299,317.615,196.17,322.486,152.335,322.486,118.242,320.05,89.0186,299.351,191.299,301.786,140.159,300.568,102.412,299.351,73.1894,277.434,190.081,281.086,141.376,282.304,108.501,281.086,81.7128,257.952,192.517,260.387,154.77,260.387,131.635,261.604,109.718,0
293.67765819857664,313.011,263.141,339.346,243.988,363.287,209.274,344.134,179.347,356.105,163.786,354.908,173.362,360.893,131.465,360.893,102.736,357.302,76.4005,336.952,169.771,341.74,120.692,339.346,88.3711,338.149,59.6417,316.602,168.574,321.39,123.086,323.784,93.1593,321.39,66.8241,298.646,169.771,301.04,133.859,302.237,112.312,302.237,91.9622,0
298.6941258628967,354.248,294.948,382.25,275.468,411.47,238.943,385.903,210.94,361.553,203.635,407.818,202.418,413.905,154.935,416.34,122.063,416.34,94.06,388.338,197.548,395.643,143.978,398.078,107.453,400.513,75.7975,367.64,195.113,376.163,145.195,381.033,112.323,382.25,85.5375,349.378,193.895,353.03,157.37,356.683,133.02,362.77,112.323,0
311.54841765927813,344.538,257.087,375.016,243.118,399.144,211.371,386.445,174.544,358.507,168.194,390.255,172.004,397.874,125.018,399.144,92.0003,396.604,62.7927,372.476,165.654,377.556,113.589,377.556,75.4916,377.556,42.4743,352.158,163.115,357.237,114.858,357.237,84.3809,358.507,53.9034,334.379,165.654,336.919,127.557,336.919,104.699,338.189,83.111,0
299.76344794687697,342.543,299.414,370.646,278.643,397.527,241.987,373.089,213.884,348.652,206.553,391.417,205.331,393.861,154.013,392.639,122.244,391.417,91.6977,371.867,201.665,371.867,145.46,373.089,106.36,374.311,75.8135,348.652,199.222,352.318,146.682,357.205,112.469,355.983,85.5884,326.658,200.444,329.102,162.566,331.546,136.907,335.212,116.135,0
301.77457004360065,300.34,294.709,326.171,276.258,349.542,244.277,334.781,212.295,306.49,203.685,343.392,207.375,349.542,163.093,349.542,132.341,348.312,104.05,324.941,202.455,329.861,152.022,328.631,116.351,328.631,86.8291,306.49,199.995,310.18,154.482,311.41,121.271,308.95,94.2095,286.809,201.225,289.269,166.783,289.269,142.182,290.499,122.501,0
301.23009452078327,287.865,278.48,312.422,260.062,336.978,223.227,317.333,191.303,291.548,181.48,328.384,187.62,332.067,142.19,329.611,111.494,327.156,83.2534,309.966,183.936,311.194,132.367,308.738,95.5317,308.738,64.8358,287.865,181.48,290.321,134.823,289.093,102.899,289.093,74.6585,269.447,183.936,270.675,145.873,270.675,123.772,270.675,104.127,0
262.8785199003524,241.347,261.606,257.42,241.247,275.635,208.03,259.563,181.242,269.206,171.599,270.278,173.742,271.349,129.81,267.063,103.022,263.849,78.3769,253.133,170.527,250.99,122.309,248.847,91.2351,248.847,66.5902,234.918,169.456,232.775,125.524,234.918,97.6642,234.918,74.0908,216.702,171.599,214.559,139.453,215.63,120.166,216.702,101.95,0
252.35202062198752,375.299,275.474,392.785,259.017,415.415,224.044,394.842,195.243,410.272,187.014,414.386,188.043,416.443,143.813,413.357,113.983,412.329,87.2393,397.928,185.986,396.9,134.555,396.9,100.611,396.9,73.8674,376.328,183.928,378.385,137.641,381.471,106.783,381.471,81.0676,357.813,183.928,358.841,151.013,360.898,129.412,363.984,109.869,0
283.8027041819721,283.337,262.218,319.198,246.023,348.118,213.632,333.08,182.399,304.16,174.301,336.55,173.144,342.334,124.558,344.648,91.0108,343.491,60.9338,314.571,166.203,320.355,111.833,321.512,73.6587,322.668,42.4249,290.278,163.89,298.376,114.147,299.532,81.7563,301.846,51.6793,269.455,168.517,275.239,130.342,276.396,104.893,281.023,81.7563,0
224.75933060275827,170.379,315.378,197.863,292.475,221.683,253.997,202.444,221.016,171.295,212.771,209.773,214.603,213.438,165.131,209.773,133.982,207.941,109.247,188.702,210.938,187.786,155.054,185.954,119.324,186.87,93.6722,161.218,210.938,164.882,159.634,164.882,126.653,163.966,98.2529,138.314,213.687,141.979,173.376,141.979,149.557,145.643,125.737,0
