299.2481525841054,234.058,236.59,264.552,213.415,298.705,178.042,315.782,142.669,332.859,110.955,252.354,130.471,247.475,120.713,247.475,139.009,248.695,157.306,225.52,135.35,223.08,118.273,229.179,147.548,237.717,165.844,202.344,139.009,202.344,120.713,208.443,151.207,216.981,171.943,184.048,148.767,177.949,113.394,196.245,154.866,208.443,167.064
300.3961938307475,289.855,263.287,321.691,240.022,363.322,204.514,384.137,173.903,404.953,145.74,326.588,166.556,326.588,145.74,320.466,160.434,320.466,176.351,298.426,161.658,298.426,138.394,298.426,171.454,299.651,193.494,276.386,160.434,277.611,140.843,280.06,172.678,281.284,192.269,253.122,164.107,249.449,124.925,249.449,99.2116,247,77.1717
302.29934261589125,256.592,253.013,287.397,228.369,326.828,196.332,345.31,159.366,363.793,131.026,284.933,158.134,281.236,135.955,276.307,150.741,277.54,169.224,256.592,153.205,255.36,129.794,260.289,158.134,266.45,179.082,235.645,155.67,234.413,133.49,239.342,161.831,246.735,184.01,215.93,159.366,211.001,127.329,225.787,165.527,238.109,179.082
308.6430157139474,253.211,277.27,285.921,254.625,323.663,220.657,348.824,187.948,368.953,160.271,277.114,165.303,268.308,166.561,264.534,187.948,265.792,208.077,250.695,165.303,248.179,165.303,244.405,195.496,251.953,216.883,234.341,167.819,229.308,166.561,230.566,195.496,235.599,215.625,220.502,171.593,209.179,147.69,207.921,130.077,229.308,210.593
305.1059016554744,256.268,311.871,287.359,286.999,324.668,250.933,339.592,214.868,357.003,185.02,282.385,213.624,279.897,198.7,277.41,197.457,282.385,224.817,251.294,211.137,251.294,192.482,255.025,222.33,258.756,243.471,227.665,212.38,226.421,193.726,236.37,224.817,238.858,243.471,206.523,222.33,197.818,178.802,196.574,155.173,192.843,132.788
301.26202012367906,280.697,227.464,310.168,202.904,339.64,168.521,356.831,134.138,371.567,109.578,286.837,120.63,279.469,116.946,280.697,135.366,285.609,151.329,261.05,121.858,253.682,119.402,262.278,146.418,272.101,166.065,241.402,130.454,235.262,129.226,245.086,151.329,259.822,170.977,229.122,145.19,226.667,141.506,237.718,159.925,249.998,172.205
309.6639430221091,226.028,270.069,253.797,246.087,289.139,206.958,305.548,174.14,320.694,143.847,238.65,158.994,231.077,156.469,231.077,175.402,238.65,189.287,210.881,161.518,207.094,153.945,214.668,184.238,219.717,206.958,189.423,167.829,188.161,158.994,196.997,188.025,204.57,206.958,170.49,184.238,170.49,165.305,180.588,188.025,196.997,205.696
304.4034334973901,272.136,309.286,303.156,283.23,342.861,252.21,362.713,218.709,386.288,193.894,303.156,214.987,293.23,188.931,289.507,208.783,291.989,223.672,275.859,205.061,272.136,183.968,272.136,213.746,277.099,237.321,254.766,205.061,252.284,187.69,253.525,214.987,259.729,236.08,238.635,206.302,233.672,187.69,239.876,213.746,246.08,228.636
302.99227256978025,239.66,272.813,268.066,245.643,298.942,209.827,312.527,174.011,328.582,146.841,249.541,160.426,240.895,160.426,242.13,180.186,248.306,199.947,221.135,161.661,218.665,160.426,223.605,186.362,232.25,203.652,201.375,169.071,198.905,169.071,203.845,190.067,212.49,209.827,184.084,174.011,169.264,155.486,160.619,140.666,151.974,120.905
309.25790823356476,219.718,301.901,244.929,274.168,272.661,233.83,284.006,199.795,294.091,165.76,217.197,192.232,210.894,190.971,212.154,206.098,222.239,222.485,190.725,193.493,183.161,192.232,194.507,222.485,209.633,247.697,170.556,202.317,161.732,201.056,173.077,227.528,189.464,250.218,151.647,217.443,150.387,212.401,160.471,231.309,170.556,243.915
